,SalePrice,FullBath,HalfBath,BedroomAbvGr,YrSold,Top5,LotArea,YearBuilt,GrLivArea,GarageArea,FancyHouse,TallHouse,LessDense,GarageCars,TotalBsmtSF
747,265979,1,1,4,2009,0,11700,1880,2640,864,1,1,0,4,1240
748,260400,2,0,3,2010,1,10593,1996,1720,527,1,0,1,2,1720
749,98000,2,0,4,2009,0,8405,1945,1529,240,1,0,1,1,0
750,96500,1,0,3,2010,0,8800,1910,1140,0,1,0,0,0,576
751,162000,2,1,3,2007,0,7750,2003,1320,400,1,1,1,2,660
752,217000,2,0,3,2006,0,9236,1997,1494,576,1,0,1,2,1479
753,275500,2,1,3,2006,1,10240,2005,2098,878,1,1,1,3,1030
754,156000,1,0,3,2009,0,7930,1969,1026,440,1,0,1,2,1026
755,172500,2,1,3,2009,0,3230,1999,1471,440,1,1,1,2,729
756,212000,2,1,3,2009,0,10769,2007,1768,578,1,1,1,2,866
757,158900,2,1,3,2010,0,11616,1978,1386,440,1,1,1,2,672
758,179400,2,1,3,2008,0,2280,1999,1501,440,0,1,1,2,744
759,290000,2,1,4,2007,1,12257,1995,2531,752,1,1,1,3,1318
760,127500,1,0,2,2009,0,9100,1959,864,300,1,0,1,1,864
761,100000,1,0,2,2009,0,6911,1924,1301,440,1,0,0,2,1145
762,215200,2,1,3,2010,0,8640,2009,1547,614,1,1,1,2,756
763,337000,2,1,3,2009,1,9430,1999,2365,856,1,1,1,3,1252
764,270000,1,1,2,2006,1,9549,1995,1494,481,1,0,1,2,1494
765,264132,2,0,2,2008,0,14587,2008,1506,592,1,0,1,2,1498
766,196500,2,1,3,2010,0,10421,1988,1714,496,1,1,1,2,980
767,160000,2,0,4,2008,0,12508,1940,1750,423,1,0,1,1,983
768,216837,2,0,3,2006,0,9100,2004,1836,484,1,0,1,2,1860
769,538000,3,1,4,2010,1,53504,2003,3279,841,1,1,1,3,1650
770,134900,1,0,2,2009,0,7252,1982,858,576,1,0,1,2,858
771,102000,1,0,2,2006,0,8877,1951,1220,396,1,0,1,2,836
772,107000,1,0,3,2010,0,7819,1976,1117,672,1,0,1,2,1029
773,114500,1,0,2,2007,0,10150,1958,912,275,1,0,1,1,912
774,395000,2,0,3,2007,1,14226,2006,1973,895,1,0,1,3,1935
775,162000,2,0,2,2009,0,4500,1998,1204,412,1,0,0,2,1204
776,221500,2,0,3,2006,0,11210,2005,1614,865,1,0,1,3,1614
777,142500,1,0,3,2006,0,13350,1974,894,440,1,0,1,2,864
778,144000,2,0,4,2007,0,8400,1977,2020,630,0,0,0,2,0
779,135000,1,0,2,2006,0,10530,1977,1004,504,0,0,1,2,975
780,176000,2,0,3,2007,0,7875,1995,1253,402,1,0,1,2,1237
781,175900,2,1,3,2006,0,7153,1992,1603,484,1,1,1,2,761
782,187100,2,0,3,2009,0,16285,2001,1430,605,1,0,1,2,1413
783,165500,1,0,1,2009,0,9101,1978,1110,602,1,0,1,2,1097
784,128000,2,0,3,2008,0,6300,1914,1484,0,1,1,0,0,742
785,161500,2,0,3,2009,0,9790,1967,1342,457,1,0,1,2,1372
786,139000,2,0,4,2010,0,10800,1915,1652,416,1,0,0,1,686
787,233000,2,1,4,2010,0,10142,2004,2084,618,1,1,1,2,956
788,107900,1,0,2,2008,0,6000,1954,901,281,1,0,0,1,901
789,187500,2,1,5,2007,0,12205,1966,2087,444,1,1,1,2,832
790,160200,2,0,2,2009,0,3182,2005,1145,397,1,0,1,2,1145
791,146800,1,0,3,2007,0,11333,1976,1062,539,1,0,1,2,1029
792,269790,2,1,3,2007,1,9920,1996,2013,455,1,1,1,2,1117
793,225000,2,0,3,2007,0,9158,2007,1496,474,1,0,1,2,1496
794,194500,2,1,3,2008,0,10832,1994,1895,409,1,1,1,2,712
795,171000,2,1,3,2010,0,8400,1980,1564,476,1,1,1,2,650
796,143500,1,1,3,2007,0,8197,1977,1285,528,1,0,1,2,660
797,110000,1,0,2,2008,0,7677,1953,773,240,1,0,1,1,773
798,485000,3,1,4,2009,1,13518,2008,3140,820,1,1,1,3,1926
799,175000,1,1,3,2007,0,7200,1937,1768,240,1,0,1,1,731
800,200000,2,1,4,2008,0,12798,1997,1688,603,1,1,1,2,616
801,109900,1,0,2,2007,0,4800,1916,1196,440,1,0,0,2,1196
802,189000,2,1,3,2008,0,8199,2005,1456,410,1,1,1,2,728
803,582933,3,1,4,2009,1,13891,2008,2822,1020,1,1,1,3,1734
804,118000,1,0,2,2006,0,9000,1954,1128,286,1,0,1,1,936
805,227680,2,0,3,2008,0,12274,2008,1428,554,1,0,1,2,1417
806,135500,2,0,3,2006,0,9750,1967,980,384,1,0,1,1,980
807,223500,1,1,3,2009,0,21384,1923,1576,528,1,1,1,2,1324
808,159950,1,0,3,2006,0,13400,1966,1086,484,1,0,1,2,1024
809,106000,2,0,2,2009,0,8100,1898,2138,360,1,1,0,2,849
810,181000,1,1,3,2006,0,10140,1974,1309,484,1,0,1,2,1040
811,144500,1,0,1,2008,0,4438,2004,848,420,1,0,0,2,848
813,157900,1,1,4,2007,0,9750,1958,1442,301,1,0,1,1,1442
814,116000,1,1,3,2006,0,8248,1918,1250,280,1,0,1,1,686
815,224900,2,0,3,2010,0,12137,1998,1661,598,1,0,1,2,1649
816,137000,1,0,2,2006,0,11425,1954,1008,275,1,0,1,1,1008
817,271000,2,0,3,2008,0,13265,2002,1689,857,1,0,1,3,1568
818,155000,1,0,3,2010,0,8816,1971,1052,440,1,0,1,2,1010
819,224000,2,0,2,2010,1,6371,2009,1358,484,1,0,1,2,1358
820,183000,2,1,3,2008,0,7226,2003,1640,595,1,1,1,2,798
821,93000,1,0,2,2009,0,6000,1953,936,576,0,0,0,2,936
822,225000,2,1,3,2007,0,12394,2003,1733,433,1,1,1,2,847
823,139500,2,0,3,2009,0,9900,1940,1489,240,1,0,1,1,778
824,232600,2,0,3,2006,0,11216,2006,1489,776,1,0,1,2,1489
825,385000,2,0,2,2008,1,14803,2007,2084,1220,1,0,1,3,2078
826,109500,1,0,2,2008,0,6130,1924,784,0,1,0,0,0,784
827,189000,2,0,3,2009,0,8529,2001,1434,527,1,0,1,2,1454
828,185000,2,1,3,2009,0,28698,1967,2126,538,1,1,1,2,1013
829,147400,2,1,2,2006,0,2544,2005,1223,480,0,1,1,2,600
830,166000,1,1,3,2008,0,11900,1957,1392,458,1,0,1,2,1392
831,151000,2,1,2,2006,0,3180,2005,1200,480,1,1,1,2,600
832,237000,2,1,3,2010,0,9548,2003,1829,613,1,1,1,2,941
833,167000,1,1,3,2009,0,10004,1964,1516,472,1,0,1,2,1516
834,139950,1,0,3,2008,0,7875,1961,1144,456,1,0,1,2,1144
835,128000,2,0,2,2010,0,9600,1950,1067,436,1,0,1,2,1067
836,153500,1,0,2,2007,0,8100,1948,1559,812,1,0,0,2,1559
837,100000,1,1,2,2008,0,1680,1973,987,264,0,1,0,1,483
838,144000,1,1,3,2008,0,9525,1995,1099,352,1,0,1,1,1099
839,130500,1,0,3,2008,0,11767,1946,1200,240,1,0,1,1,768
840,140000,2,0,4,2008,0,12155,1925,1482,400,1,1,0,1,672
841,157500,2,0,3,2008,0,10440,1904,1539,686,1,1,0,2,650
842,174900,1,1,3,2008,0,9020,1966,1165,490,1,0,1,2,1127
843,141000,2,0,6,2007,0,8000,1961,1800,0,0,0,1,0,1800
844,153900,1,1,4,2008,0,12665,1915,1416,720,1,0,0,3,876
845,171000,2,0,3,2007,0,16647,1975,1701,611,1,0,1,2,1390
846,213000,2,1,3,2009,0,9317,1993,1775,425,1,1,1,2,740
847,133500,1,0,3,2009,0,15523,1972,864,338,1,0,1,1,864
848,240000,3,0,5,2008,0,45600,1908,2358,360,1,0,1,2,907
849,187000,2,1,3,2007,1,9600,1976,1855,512,1,0,1,2,528
850,131500,1,0,1,2007,0,4435,2003,848,420,1,0,0,2,848
851,215000,2,0,2,2006,0,3196,2003,1456,400,1,0,1,2,1273
852,164000,2,0,4,2007,0,7128,1941,1646,240,1,1,1,1,918
853,158000,1,1,3,2009,0,12095,1964,1445,645,1,0,1,2,1127
854,170000,1,1,3,2006,0,17920,1955,1779,454,1,0,1,2,1763
855,127000,1,1,3,2010,0,6897,1962,1040,260,1,0,1,1,1040
856,147000,1,0,3,2008,0,10970,1978,1026,576,1,0,1,2,940
857,174000,2,1,3,2009,0,8125,1994,1481,343,1,1,1,2,702
858,152000,2,0,3,2009,0,10400,1976,1370,479,1,0,1,2,1090
859,250000,2,1,4,2006,0,11029,1968,2654,619,1,1,1,2,1054
860,189950,1,1,3,2007,0,7642,1918,1426,216,1,0,1,1,912
861,131500,1,1,3,2010,0,11625,1965,1039,504,0,0,1,2,1039
862,152000,2,0,3,2010,0,9672,1984,1097,480,1,0,1,2,1040
863,132500,1,0,3,2009,0,7931,1959,1148,672,1,0,1,1,1148
864,250580,2,0,3,2008,0,8640,2007,1372,529,1,0,1,2,1372
865,148500,1,0,3,2009,0,8750,1970,1002,902,1,0,1,2,1002
866,248900,2,0,3,2007,1,10656,2006,1646,870,1,0,1,3,1638
867,129000,1,1,3,2007,0,6970,1961,1120,544,1,0,1,2,1040
868,169000,2,0,2,2006,0,14762,1948,2320,672,1,1,1,2,0
869,236000,2,1,3,2010,0,9938,1993,1949,574,1,1,1,2,1050
870,109500,1,0,2,2009,0,6600,1962,894,308,1,0,1,1,894
871,200500,2,1,3,2010,0,8750,1998,1682,523,1,1,1,2,804
872,116000,1,0,3,2008,0,8892,1953,910,414,1,0,1,2,105
873,133000,1,0,3,2009,0,12144,1949,1268,288,1,0,1,1,832
874,66500,1,1,3,2009,0,5720,1941,1131,200,1,0,0,1,676
875,303477,2,1,4,2007,0,9000,2007,2610,550,1,1,1,2,1184
876,132250,1,0,3,2007,0,25286,1963,1040,648,1,0,1,2,1064
877,350000,2,1,4,2009,1,8834,2004,2224,738,1,1,1,3,1462
878,148000,1,0,3,2010,0,11782,1961,1155,576,1,0,1,2,1109
879,136500,1,0,3,2009,0,7000,1978,864,336,1,0,1,1,864
880,157000,1,1,2,2007,0,7024,2005,1090,450,1,0,1,2,1090
881,187500,2,1,3,2007,1,13758,1990,1717,400,1,0,1,2,1156
882,178000,2,1,3,2009,0,9636,1992,1593,389,1,1,1,2,808
883,118500,1,0,5,2006,0,6204,1912,2230,440,1,1,1,1,795
884,100000,1,0,3,2009,0,7150,1967,892,288,1,0,1,1,892
885,328900,2,0,2,2008,0,5119,1999,1709,506,1,0,1,2,1698
886,145000,2,0,4,2006,0,8393,1959,1712,588,0,0,1,2,1626
887,135500,1,1,3,2008,0,16466,1955,1393,300,1,0,1,1,816
888,268000,2,0,4,2007,0,15865,1970,2217,621,1,0,1,2,2217
889,149500,1,0,2,2009,0,12160,1953,1505,505,1,0,1,2,1505
890,122900,1,0,3,2007,0,8064,1949,924,576,1,0,1,2,672
891,172500,2,1,3,2009,0,11184,1978,1683,440,1,1,1,2,918
892,154500,1,0,3,2006,0,8414,1963,1068,264,1,0,1,1,1059
893,165000,1,0,3,2008,0,13284,1954,1383,354,1,0,1,1,1383
894,118858,2,0,4,2009,0,7018,1979,1535,400,0,0,1,2,0
895,140000,1,1,4,2008,0,7056,1963,1796,483,1,1,1,2,780
896,106500,1,0,2,2006,0,8765,1936,951,327,1,0,0,1,951
897,142953,2,0,6,2009,0,7018,1979,2240,528,0,1,1,2,0
898,611657,2,1,2,2010,1,12919,2009,2364,820,1,0,1,3,2330
899,135000,1,0,3,2006,0,6993,1961,1236,288,1,0,1,1,912
900,110000,1,0,2,2007,0,7340,1971,858,684,1,0,1,1,858
901,153000,1,0,2,2009,0,8712,1957,1306,756,1,0,1,1,992
902,180000,2,1,3,2006,0,7875,2003,1509,393,1,1,1,2,783
903,240000,2,0,3,2006,0,14859,2006,1670,690,1,0,1,3,1670
904,125500,1,0,3,2007,0,6173,1967,902,288,1,0,1,1,876
905,128000,1,0,3,2010,0,9920,1954,1063,280,1,0,1,1,1056
906,255000,2,0,3,2007,0,13501,2006,1636,865,1,0,1,3,1623
907,250000,1,1,3,2006,0,11500,1936,2057,180,1,0,1,1,1017
908,131000,1,0,2,2006,0,8885,1983,902,484,1,0,1,2,864
909,174000,2,1,3,2009,0,12589,2005,1484,390,1,1,1,2,742
910,154300,2,0,5,2010,0,11600,1960,2274,480,0,1,1,2,1105
911,143500,1,1,3,2009,0,9286,1977,1268,252,1,0,1,1,1268
912,88000,1,0,3,2006,0,6120,1925,1015,450,1,0,0,1,768
913,145000,2,0,4,2007,0,6270,1949,2002,871,0,1,0,3,1001
914,173733,2,1,2,2009,0,3000,2009,1224,528,1,1,1,2,612
915,75000,1,1,3,2007,0,2001,1970,1092,286,0,1,0,1,546
917,135000,1,0,3,2009,0,17140,1956,1229,284,1,0,1,1,1134
918,238000,2,1,4,2007,0,13125,1991,2127,833,1,1,1,3,1104
919,176500,1,0,3,2008,0,11029,1958,1414,601,1,0,1,2,1184
920,201000,2,1,3,2007,0,8462,1994,1721,471,1,1,1,2,928
921,145900,2,2,4,2008,0,8777,1900,2200,0,0,0,1,0,1272
922,169990,2,0,3,2006,0,10237,2005,1316,397,1,0,1,2,1316
923,193000,2,0,2,2008,0,8012,1993,1617,533,1,0,1,2,1604
924,207500,2,0,3,2006,0,10240,1980,1686,612,1,0,1,2,1686
925,175000,2,0,3,2008,0,15611,1977,1126,540,1,0,1,2,1126
926,285000,2,1,4,2007,1,11999,2003,2374,656,1,1,1,3,1181
927,176000,2,1,4,2008,0,9900,1968,1978,486,1,1,1,2,832
928,236500,2,0,3,2009,0,11838,2001,1788,522,1,0,1,2,1753
929,222000,2,1,4,2006,0,13006,1997,2236,642,1,1,1,2,964
930,201000,2,0,3,2009,1,8925,2007,1466,610,1,0,1,3,1466
931,117500,1,0,2,2009,0,9100,1965,925,429,1,0,1,1,925
932,320000,2,0,3,2007,0,11670,2006,1905,788,1,0,1,3,1905
933,190000,2,0,3,2009,0,8487,2004,1500,570,1,0,1,2,1500
934,242000,2,0,4,2008,0,27650,1960,2069,505,1,0,1,2,585
935,79900,1,0,1,2006,0,5825,1926,747,528,1,0,1,2,600
936,184900,2,0,2,2009,0,10083,2003,1200,555,1,0,1,2,1176
937,253000,2,1,3,2009,0,9675,2005,1971,689,1,1,1,2,1113
938,239799,2,1,3,2006,0,8760,2006,1962,868,1,1,1,3,1391
939,244400,2,0,4,2010,0,24090,1940,2403,349,1,1,1,1,1032
940,150900,2,0,4,2006,0,12640,1976,1728,574,0,0,1,2,1728
941,214000,2,1,3,2009,0,8755,1999,2060,390,1,1,1,2,992
942,150000,2,0,4,2007,0,7711,1977,1440,0,0,0,1,0,1440
943,143000,2,0,4,2007,0,25000,1967,1632,576,0,0,1,2,1632
944,137500,1,0,3,2009,1,14375,1958,1344,525,1,0,1,2,819
945,124900,1,0,2,2009,0,8820,1890,1869,456,1,0,0,2,1088
946,143000,1,0,3,2006,0,8163,1959,1144,796,1,0,1,1,1144
947,270000,2,0,3,2007,1,14536,2002,1629,808,1,0,1,3,1616
948,192500,2,1,3,2006,0,14006,2002,1776,474,1,1,1,2,936
949,197500,1,1,3,2010,0,9360,1972,1381,676,1,0,1,2,1161
950,129000,1,0,3,2007,0,7200,1950,864,720,1,0,1,2,864
951,119900,1,0,3,2006,0,7800,1965,965,300,1,0,0,1,828
952,133900,1,0,2,2009,0,7200,1972,768,396,1,0,1,1,768
953,172000,2,1,4,2008,0,11075,1969,1968,530,1,1,1,2,784
954,127500,2,0,4,2006,0,9400,1975,980,0,0,0,1,0,945
955,145000,2,0,4,2007,0,7136,1946,1958,492,0,1,0,2,979
956,124000,1,1,2,2009,0,1300,1980,1229,462,1,1,0,2,561
957,132000,1,0,3,2007,0,7420,1962,1057,576,1,0,1,2,1057
958,185000,2,0,3,2007,0,8450,2003,1337,531,1,0,1,2,1337
959,155000,2,1,3,2010,0,2572,1999,1416,484,0,1,1,2,696
960,116500,1,0,2,2010,0,7207,1958,858,0,1,0,1,0,858
961,272000,2,1,4,2008,0,12227,1977,2872,619,1,1,1,2,1330
962,155000,2,1,3,2007,0,2308,1976,1548,440,1,1,1,2,804
963,239000,2,0,2,2009,0,11923,2007,1800,702,1,0,1,2,1800
964,214900,2,1,4,2010,1,11316,2002,1894,510,1,1,1,2,817
965,178900,2,1,3,2007,0,10237,2005,1484,393,1,1,1,2,783
966,160000,1,1,2,2009,0,9600,1940,1308,256,1,0,1,1,728
967,135000,1,0,3,2008,0,7390,1955,1098,260,1,0,1,1,1098
968,37900,1,0,2,2009,0,5925,1910,968,0,1,0,0,0,600
969,140000,1,0,2,2006,0,10382,1958,1095,264,0,0,1,1,588
970,135000,1,1,4,2006,0,10800,1949,1192,0,1,0,1,0,720
971,173000,2,0,2,2009,1,2268,2003,1626,474,0,1,1,2,764
972,99500,2,0,2,2010,0,7892,1979,918,264,1,0,1,1,918
973,182000,2,0,3,2008,0,11639,2007,1428,480,1,0,1,2,1428
974,167500,1,0,3,2009,0,11414,1910,2019,532,1,1,1,2,728
975,165000,2,1,3,2006,0,2651,2000,1382,490,0,1,1,2,673
976,85500,1,0,2,2006,0,5900,1923,869,0,1,0,1,0,440
977,199900,1,1,1,2007,0,4274,2006,1241,569,1,0,1,2,1241
978,110000,1,0,3,2007,0,9450,1954,894,400,1,0,1,2,894
979,139000,1,0,3,2009,0,8816,1963,1121,480,1,0,1,2,1121
980,178400,1,0,3,2008,0,12122,1961,999,588,1,0,1,2,944
981,336000,2,1,4,2009,1,12203,1998,2612,676,1,1,1,3,1225
982,159895,2,0,2,2008,0,3182,2007,1266,388,1,0,1,2,1266
983,255900,2,1,4,2008,0,11250,2002,2290,779,1,1,1,2,1128
984,126000,2,0,4,2009,0,10125,1977,1734,539,0,0,1,2,0
985,125000,1,0,3,2008,0,10880,1950,1164,240,0,0,1,1,1164
986,117000,1,0,2,2006,0,5310,1910,1635,255,1,0,0,1,485
987,395192,2,1,3,2010,1,10159,2009,1940,606,1,0,1,3,1930
988,195000,2,1,4,2007,0,12046,1976,2030,551,1,1,1,2,848
989,197000,2,1,3,2006,0,8125,2006,1576,614,1,1,1,2,770
990,348000,2,1,3,2006,1,9452,1997,2392,870,1,1,1,3,1396
991,168000,1,1,4,2009,0,17671,1882,1742,424,1,1,0,2,916
992,187000,2,1,3,2007,0,9760,1964,1851,440,1,1,1,2,822
993,173900,2,1,3,2006,0,8846,2005,1500,564,1,1,1,2,750
994,337500,2,0,3,2009,1,12456,2006,1718,786,1,0,1,3,1700
995,121600,1,1,3,2006,0,4712,1946,1230,305,1,0,1,1,747
996,136500,1,0,3,2006,0,10659,1961,1050,368,1,0,1,1,1050
997,185000,2,0,2,2009,0,11717,1970,1442,615,1,0,1,2,1442
998,91000,1,0,3,2006,0,9786,1922,1077,210,1,0,0,1,1007
999,206000,2,0,2,2010,0,6762,2006,1208,632,1,0,1,2,1187
1000,82000,1,0,2,2009,0,10206,1952,944,528,1,0,1,2,0
1001,86000,1,0,2,2007,0,5400,1920,691,216,1,0,1,1,691
1002,232000,2,0,3,2008,0,11957,2006,1574,824,1,0,1,3,1574
1003,136905,2,0,4,2007,0,11500,1976,1680,528,0,0,1,2,1680
1004,181000,2,0,1,2009,0,3182,2005,1504,457,1,0,1,2,1346
1005,149900,2,0,3,2008,0,8385,1977,985,328,1,0,1,1,985
1006,163500,2,0,3,2007,0,12155,1970,1657,484,1,0,1,2,1657
1007,88000,1,1,3,2009,0,2217,1970,1092,286,1,1,0,1,546
1008,240000,2,0,3,2009,0,12118,2004,1710,550,1,0,1,2,1710
1009,102000,2,0,4,2006,0,6000,1926,1522,0,1,0,1,0,1008
1010,135000,2,0,4,2008,0,21286,1948,1271,312,1,0,1,1,720
1011,100000,2,0,4,2010,0,9825,1965,1664,0,0,0,1,0,0
1012,165000,1,1,3,2007,0,10592,1923,1502,180,1,1,1,1,602
1013,85000,1,0,2,2009,0,7200,1910,1022,280,1,0,0,1,1022
1014,119200,1,0,2,2007,0,11664,1948,1082,240,1,0,1,1,1082
1015,227000,2,1,3,2009,0,8400,2001,1665,528,1,1,1,2,810
1016,203000,2,0,3,2009,0,11883,1996,1504,478,1,0,1,2,1504
1017,187500,1,0,1,2009,1,5814,1984,1360,565,1,0,1,2,1220
1018,160000,2,1,3,2007,0,10784,1991,1472,402,1,0,1,2,384
1019,213490,2,0,2,2006,0,3013,2005,1506,440,1,0,1,2,1362
1020,176000,1,1,2,2008,0,7024,2005,1132,451,1,0,1,2,1132
1021,194000,2,0,2,2006,0,7406,2006,1220,632,1,0,1,2,1199
1022,87000,1,0,2,2007,0,9439,1930,1248,160,1,0,0,1,912
1023,191000,2,0,2,2008,0,3182,2005,1504,437,1,0,1,2,1346
1024,287000,2,0,2,2008,1,15498,1976,2898,665,1,0,1,2,1565
1025,112500,1,0,3,2007,0,7700,1972,882,461,1,0,1,2,882
1026,167500,1,0,3,2010,0,9300,1960,1264,461,1,0,1,2,1268
1027,293077,2,0,3,2008,1,9520,2007,1646,800,1,0,1,3,1638
1028,105000,1,0,3,2007,0,9492,1941,1376,240,1,0,1,1,768
1029,118000,1,1,3,2006,0,1680,1972,1218,264,0,1,0,1,672
1030,160000,2,0,5,2006,0,7082,1916,1928,0,0,1,0,0,686
1031,197000,2,1,5,2009,0,15863,1920,3082,672,1,1,1,2,824
1032,310000,2,1,5,2006,1,14541,1993,2520,796,1,1,1,3,1338
1033,230000,2,0,3,2006,0,8125,2002,1654,900,1,0,1,3,1654
1034,119750,1,0,2,2007,0,6305,1938,954,240,1,0,1,1,920
1035,84000,1,0,3,2009,0,11500,1957,845,290,1,0,1,1,0
1036,315500,2,0,2,2009,1,12898,2007,1620,912,1,0,1,3,1620
1037,287000,2,1,3,2008,0,9240,2001,2263,905,1,1,1,2,1055
1038,97000,1,1,3,2009,0,1533,1970,1344,0,0,1,0,0,546
1039,80000,1,0,1,2009,0,1477,1970,630,286,1,0,0,1,630
1040,155000,2,0,3,2006,0,13125,1957,1803,484,1,0,1,2,1134
1041,173000,1,1,4,2008,0,9130,1966,1632,484,1,1,1,2,800
1042,196000,2,0,1,2009,1,5381,2005,1306,624,0,0,1,2,1306
1043,262280,2,1,4,2008,0,11839,1990,2329,514,1,1,1,2,1475
1044,278000,2,1,4,2009,0,9600,1981,2524,542,1,0,1,2,2524
1045,139600,2,0,4,2009,0,13680,1955,1733,452,1,0,1,2,0
1046,556581,3,1,4,2006,1,16056,2005,2868,716,1,1,1,3,1992
1047,145000,1,0,3,2008,0,9245,1994,990,672,1,0,1,2,990
1048,115000,1,0,3,2009,0,21750,1960,1771,336,1,0,1,2,0
1049,84900,1,0,2,2010,0,11100,1946,930,308,1,0,1,1,0
1050,176485,2,0,3,2007,0,8993,2007,1302,436,1,0,1,2,1302
1051,200141,2,0,3,2007,0,11175,2007,1316,440,1,0,1,2,1316
1052,165000,1,1,4,2007,0,9500,1964,1977,540,1,1,1,2,816
1053,144500,1,0,4,2010,0,8562,1957,1526,364,1,0,1,1,1216
1054,255000,2,1,3,2006,0,11367,2002,1989,586,1,1,1,2,1065
1055,180000,2,0,3,2008,0,11361,1976,1523,478,1,0,1,2,1193
1056,185850,2,0,2,2006,1,7052,2005,1364,484,1,0,1,2,1364
1057,248000,2,1,3,2009,1,29959,1994,1850,467,1,1,1,2,973
1058,335000,2,1,3,2009,1,11308,2008,2184,836,1,1,1,3,1104
1059,220000,1,1,3,2007,0,11275,1932,1991,432,1,0,1,2,854
1060,213500,2,0,2,2010,1,4920,2001,1338,582,1,0,1,2,1338
1062,90000,2,0,5,2007,0,13600,1900,2337,560,0,1,0,2,662
1063,110500,1,0,2,2006,0,6000,1925,1103,440,1,0,0,2,1103
1064,154000,1,1,3,2009,0,11000,1966,1154,480,1,0,1,2,1154
1065,328000,2,1,3,2010,0,14000,1996,2260,533,1,1,1,2,1306
1066,178000,2,1,3,2009,0,7837,1993,1571,380,1,1,1,2,799
1067,167900,1,1,4,2008,0,9760,1964,1611,442,1,1,1,2,780
1068,151400,2,1,5,2006,0,3964,1973,2521,576,1,1,0,2,942
1069,135000,1,0,2,2007,0,9600,1949,893,576,1,0,1,2,845
1070,135000,1,0,3,2007,0,10152,1956,1048,286,1,0,1,1,1048
1071,154000,1,1,4,2009,0,11700,1968,1556,441,1,1,1,2,727
1072,91500,1,0,4,2006,0,7585,1948,1456,280,1,0,1,1,810
1073,159500,1,1,3,2009,0,7950,1977,1426,440,1,1,1,2,690
1074,194000,2,0,2,2007,0,8556,2006,1240,826,1,0,1,3,1240
1075,219500,1,1,3,2007,0,13125,1940,1740,240,1,1,1,1,800
1076,170000,2,0,3,2006,0,10800,1936,1466,566,1,0,1,2,796
1077,138800,1,0,3,2006,0,15870,1969,1096,299,1,0,1,1,1096
1078,155900,1,0,1,2006,0,4435,2004,848,420,1,0,0,2,848
1079,126000,1,0,3,2007,0,8775,1994,990,299,1,0,1,1,990
1080,145000,2,0,3,2008,0,11040,1971,1258,528,1,0,1,2,1258
1081,133000,1,1,3,2010,0,7500,1963,1040,308,1,0,1,1,1040
1082,192000,2,0,3,2007,0,8749,2002,1459,527,1,0,1,2,1459
1083,160000,1,0,3,2006,0,8800,1964,1251,461,1,0,1,1,1251
1084,187500,2,1,3,2006,0,13031,1995,1498,409,1,1,1,2,691
1085,147000,1,0,2,2010,0,9069,1992,996,564,1,0,1,2,936
1086,83500,1,1,3,2010,0,1974,1973,1092,286,1,1,0,1,546
1087,252000,2,1,3,2009,0,10574,2005,1953,1043,1,1,1,3,1082
1088,137500,2,0,3,2006,0,2522,2004,1709,380,0,1,0,2,970
1089,197000,1,1,1,2006,0,3316,2005,1247,550,1,0,1,2,1247
1090,92900,2,0,2,2009,0,8544,1950,1040,400,0,0,1,2,0
1091,160000,2,1,2,2008,0,2160,1999,1252,462,0,1,1,2,600
1092,136500,2,0,4,2008,0,8400,1925,1694,576,1,0,1,2,1181
1093,146000,1,1,1,2006,0,9230,1965,1200,884,1,0,1,2,864
1094,129000,1,0,2,2010,0,5868,1956,936,308,1,0,1,1,936
1095,176432,2,0,3,2007,0,9317,2006,1314,440,1,0,1,2,1314
1096,127000,1,1,3,2007,0,6882,1914,1355,0,1,1,0,0,684
1097,170000,1,1,2,2007,1,3696,1986,1088,461,1,0,1,2,1074
1098,128000,1,0,3,2009,0,6000,1936,1324,240,1,0,0,1,672
1099,157000,2,0,3,2009,0,11880,1978,1601,478,1,0,1,2,1271
1100,60000,1,0,1,2009,0,8400,1920,438,246,1,0,1,1,290
1101,119500,1,0,3,2007,0,9758,1971,950,280,1,0,1,1,950
1102,135000,1,0,2,2007,0,7000,1960,1134,254,1,0,1,1,1010
1103,159500,1,0,3,2006,0,8910,1959,1194,539,1,0,1,2,655
1104,106000,2,1,3,2007,0,2016,1970,1302,440,1,1,0,2,630
1105,325000,2,1,3,2010,1,12256,1994,2622,712,1,1,1,2,1463
1106,179900,2,0,3,2007,0,10357,1990,1442,719,1,0,1,2,910
1107,274725,2,1,3,2006,0,23257,2006,2021,422,1,1,1,2,868
1108,181000,2,1,3,2007,0,8063,2000,1690,463,1,1,1,2,924
1109,280000,2,0,3,2009,1,11362,2004,1836,862,1,0,1,3,1836
1110,188000,2,1,3,2008,0,8000,1995,1658,431,1,1,1,2,773
1111,205000,2,1,4,2008,0,10480,1976,1964,483,1,1,1,2,803
1112,129900,1,0,2,2006,0,7100,1957,816,308,1,0,1,1,816
1113,134500,1,0,2,2007,0,8923,1953,1008,240,1,0,1,1,1008
1114,117000,1,0,2,2006,0,5400,1954,833,326,1,0,1,1,833
1115,318000,2,0,3,2007,1,12085,2007,1734,928,1,0,1,3,1734
1116,184100,2,1,3,2009,0,7750,2002,1419,527,1,0,1,2,408
1117,130000,1,0,3,2008,0,9764,1967,894,450,1,0,1,2,894
1118,140000,1,0,3,2008,0,13825,1958,1601,300,1,0,1,1,533
