,SalePrice,age,FullBath,HalfBath,BedroomAbvGr,YrSold,Top5,LotArea,YearBuilt,GrLivArea,GarageArea,FancyHouse,TallHouse,LessDense,GarageCars,TotalBsmtSF,exterior,aircon,kitQ,BFT,OverallCond,OverallQual,ABNORMAL
520,106250,110,2,0,3,2008,0,10800,1900,1294,0,0,1,1,0,0,0,0,0,0,7,4,0
521,150000,53,1,1,3,2007,0,11988,1957,1244,336,1,0,1,1,1244,2,1,0,0,6,6,0
522,159000,63,2,0,3,2006,0,5000,1947,1664,420,1,0,0,2,1004,1,1,0,0,7,6,0
523,184750,3,3,1,3,2007,0,40094,2007,4676,884,1,1,1,3,3138,1,1,1,1,5,10,0
524,315750,14,2,1,3,2007,1,11787,1996,2398,834,1,1,1,3,1379,2,1,0,1,5,7,0
525,176000,5,2,0,3,2006,0,7500,2005,1266,453,1,0,1,2,1257,2,1,0,0,5,7,0
526,132000,54,1,0,2,2007,0,13300,1956,928,252,1,0,1,1,928,0,1,0,0,7,5,0
527,446261,2,2,1,3,2008,1,14948,2008,2713,858,1,1,1,3,1452,2,1,1,1,5,9,0
528,86000,90,1,0,2,2007,0,9098,1920,605,0,1,0,1,0,528,0,1,0,0,7,4,0
529,200624,53,3,0,4,2007,0,32668,1957,2515,484,1,0,1,2,2035,0,1,0,0,3,6,0
530,175000,22,2,0,3,2008,1,10200,1988,1509,600,1,0,1,2,1461,0,1,0,1,5,6,1
531,128000,90,2,0,3,2008,0,6155,1920,1362,502,1,1,0,2,611,0,1,0,0,8,6,0
532,107500,55,1,0,2,2010,0,7200,1955,827,392,1,0,1,1,0,2,1,0,0,7,5,0
533,39300,64,1,0,1,2007,0,5000,1946,334,0,1,0,1,0,0,2,0,0,0,3,1,0
534,178000,6,2,1,3,2006,0,9056,2004,1414,403,1,1,1,2,707,2,1,0,0,5,8,0
535,107500,100,1,0,3,2008,0,7000,1910,1347,0,0,1,1,0,1117,0,1,0,1,7,5,0
536,188000,12,2,1,3,2008,0,8924,1998,1724,527,1,1,1,2,880,2,1,0,0,5,7,0
537,111250,38,1,0,3,2008,0,12735,1972,864,576,1,0,1,2,864,0,1,0,0,5,4,0
538,158000,42,1,1,3,2006,0,11553,1968,1159,336,1,0,1,1,1051,0,1,0,0,5,5,0
539,272000,9,2,0,3,2010,0,11423,2001,1601,670,1,0,1,2,1581,2,1,0,1,5,8,0
540,315000,4,2,0,2,2009,1,14601,2006,1838,765,1,0,1,3,1838,2,1,1,1,5,9,0
541,248000,10,2,1,4,2007,1,11000,2000,2285,648,1,1,1,3,969,2,1,0,0,5,8,0
542,213250,12,2,0,3,2009,0,10140,1998,1680,583,1,0,1,2,1650,2,1,0,0,5,7,0
543,133000,12,1,0,1,2007,0,4058,1998,767,367,1,0,0,1,723,0,1,0,1,5,7,0
544,179665,4,2,1,3,2006,0,17104,2006,1496,426,1,1,1,2,654,2,1,0,1,5,7,0
545,229000,22,2,1,4,2006,0,13837,1988,2183,786,1,0,1,3,1204,0,1,0,1,5,7,0
546,210000,87,1,1,3,2007,0,8737,1923,1635,440,1,0,1,2,1065,0,1,0,0,7,6,0
547,129500,40,1,0,2,2007,0,7244,1970,768,624,1,0,1,2,768,2,1,0,0,7,5,0
548,125000,55,1,0,2,2008,0,8235,1955,825,720,1,0,0,2,825,0,1,0,0,7,5,0
549,263000,7,2,1,4,2009,0,9375,2003,2094,615,1,1,1,2,912,2,1,0,0,5,7,0
550,140000,33,2,0,2,2008,0,4043,1977,1069,440,1,0,1,2,1069,0,1,0,0,6,6,1
551,112500,53,1,0,3,2008,0,6000,1957,928,288,1,0,0,1,928,0,1,0,0,6,5,0
552,255500,4,2,0,3,2009,1,11146,2006,1717,908,1,0,1,3,1709,2,1,0,0,5,8,0
553,108000,61,2,0,2,2009,0,8777,1949,1126,520,1,0,1,2,0,2,1,0,0,5,4,0
554,284000,7,2,1,3,2008,1,10625,2003,2046,871,1,1,1,3,998,2,1,0,1,5,7,0
555,113000,88,1,0,2,2006,0,6380,1922,1048,280,1,0,0,1,993,0,1,0,0,6,5,0
556,141000,53,1,0,2,2006,0,14850,1957,1092,299,1,0,1,1,1092,0,1,0,0,5,5,0
558,175000,14,2,1,3,2008,0,21872,1996,1446,406,1,1,1,2,729,0,1,0,1,5,7,0
559,234000,7,2,0,2,2006,0,3196,2003,1557,420,1,0,1,2,1374,2,1,0,0,5,7,0
560,121500,53,1,1,3,2010,0,11341,1957,1392,528,1,0,1,2,1392,0,1,0,0,6,5,0
561,170000,36,1,0,2,2006,0,10010,1974,1389,418,1,0,1,2,1389,0,1,0,0,5,5,0
562,108000,70,1,0,3,2008,0,13907,1940,996,0,1,0,1,0,996,0,1,0,0,6,5,0
563,185000,92,2,0,4,2008,0,21780,1918,1674,396,1,0,1,2,1163,0,1,0,0,7,6,0
564,268000,18,2,1,4,2006,1,13346,1992,2295,590,1,1,1,2,1095,0,1,0,1,5,7,0
565,128000,95,1,1,4,2010,0,6858,1915,1647,216,1,1,1,1,806,0,0,0,0,4,6,0
566,325000,5,2,1,4,2008,1,11198,2005,2504,656,1,1,1,3,1122,2,1,1,0,5,9,0
567,214000,6,2,0,3,2010,1,10171,2004,1535,532,1,0,1,2,1517,2,1,0,1,5,7,0
568,316600,27,1,1,1,2009,0,12327,1983,2132,612,1,0,1,2,1496,0,1,0,1,8,8,0
569,135960,31,1,0,2,2006,0,7032,1979,943,600,0,0,1,2,943,0,1,0,1,5,5,0
570,142600,45,2,0,6,2008,0,13101,1965,1728,576,0,0,1,2,1728,0,1,0,0,5,5,0
571,120000,51,1,0,2,2006,0,7332,1959,864,288,1,0,1,1,864,0,1,0,0,6,6,1
572,224500,1,2,1,3,2009,1,13159,2009,1692,650,1,1,1,2,846,2,1,0,0,5,7,0
573,170000,10,2,1,3,2007,0,9967,2000,1430,400,1,0,1,2,384,2,1,0,0,5,7,0
574,139000,39,1,0,3,2007,0,10500,1971,1109,288,1,0,1,1,372,0,1,0,0,7,5,0
575,118500,63,1,0,2,2008,0,8480,1947,1216,336,1,0,1,1,832,0,1,0,0,5,5,1
576,145000,82,2,0,3,2009,0,6292,1928,1477,216,1,0,1,1,861,0,1,0,0,7,7,0
577,164500,44,1,0,3,2006,0,11777,1966,1320,564,1,0,1,2,1164,2,1,0,0,6,5,1
578,146000,3,2,0,2,2008,0,3604,2007,1392,540,1,1,1,2,689,2,1,0,0,5,7,1
579,131500,56,2,0,4,2008,0,12150,1954,1795,352,1,0,0,1,1050,0,0,0,0,5,5,0
580,181900,50,1,0,3,2007,0,14585,1960,1429,572,1,0,1,2,1144,0,1,0,0,6,6,0
581,253293,2,2,1,3,2009,1,12704,2008,2042,1390,1,0,1,3,2042,2,1,1,0,5,8,0
582,118500,20,1,0,3,2007,0,11841,1990,816,0,0,0,1,0,816,0,1,0,1,5,6,0
583,325000,117,3,1,3,2008,0,13500,1893,2775,880,1,1,0,2,1237,0,1,0,0,9,10,0
584,133000,75,1,0,3,2009,0,6120,1935,1573,240,1,0,0,1,884,0,1,0,0,7,4,0
585,369900,5,2,0,2,2006,1,11443,2005,2028,880,1,0,1,3,1868,2,1,0,1,5,8,0
586,130000,92,1,0,2,2008,0,10267,1918,838,275,1,0,1,1,816,0,1,0,0,7,6,0
587,137000,28,1,0,2,2009,0,8740,1982,860,528,1,0,1,2,840,0,1,0,0,6,5,0
588,143000,42,1,0,1,2009,0,25095,1968,1473,452,1,0,1,1,1437,0,1,1,1,8,5,0
589,79500,80,1,0,2,2008,0,9100,1930,935,308,1,0,0,1,742,2,1,0,0,6,5,0
590,185900,6,2,1,3,2008,0,8320,2004,1582,520,1,1,1,2,770,2,1,0,1,5,7,0
591,451950,2,2,1,3,2009,1,13478,2008,2296,842,1,1,1,3,1722,1,1,1,1,5,10,0
592,138000,28,1,0,2,2008,0,6600,1982,816,816,1,0,1,2,816,0,1,0,1,8,5,0
593,140000,7,1,0,1,2009,0,4435,2003,848,420,1,0,0,2,848,2,1,0,1,5,6,0
594,110000,35,1,0,3,2008,0,7990,1975,924,280,1,0,1,1,924,0,1,0,0,6,5,0
595,319000,5,2,0,3,2006,1,11302,2005,1826,758,1,0,1,3,1814,2,1,0,1,5,8,0
596,114504,100,1,0,3,2006,0,3600,1910,1368,216,1,1,0,1,684,2,0,0,0,7,6,0
597,194201,4,0,2,2,2007,0,3922,2006,1402,648,1,0,1,3,1258,2,1,0,0,5,7,0
598,217500,33,2,0,3,2006,0,12984,1977,1647,621,1,0,1,2,1430,0,1,0,0,6,5,0
599,151000,30,2,1,3,2008,0,1950,1980,1556,452,0,1,0,2,716,0,1,0,0,6,6,0
600,275000,5,2,1,3,2006,1,10927,2005,1904,736,1,1,1,2,1058,2,1,1,1,5,8,0
601,141000,73,1,1,3,2007,0,9000,1937,1375,544,1,0,0,1,780,0,1,0,0,6,6,0
602,220000,18,2,1,3,2006,0,10041,1992,1915,506,1,1,1,2,908,0,1,0,1,5,8,1
603,151000,6,2,1,2,2010,0,3182,2004,1200,480,1,1,1,2,600,0,1,0,0,5,7,0
604,221000,8,2,0,3,2008,0,12803,2002,1494,530,1,0,1,2,1494,2,1,0,1,5,7,0
605,205000,45,2,1,3,2009,0,13600,1965,1986,486,1,1,1,2,768,0,1,0,0,6,7,0
606,152000,14,1,0,3,2009,0,12464,1996,1040,576,1,0,1,2,1040,2,1,0,1,5,5,0
607,225000,62,3,0,3,2006,0,7800,1948,2008,230,1,1,1,1,896,0,1,1,1,8,5,0
608,359100,76,2,1,4,2007,0,12168,1934,3194,380,1,1,1,2,965,0,1,0,0,6,8,0
609,118500,49,1,0,3,2007,0,7943,1961,1029,261,1,0,1,1,1029,2,1,0,0,5,4,0
610,313000,10,2,1,3,2009,0,11050,2000,2153,736,1,1,1,3,1440,2,1,1,1,5,9,0
611,148000,32,2,0,3,2007,0,10395,1978,1032,564,1,0,1,2,1032,0,1,0,0,6,6,0
612,261500,9,2,1,3,2009,0,11885,2001,1872,531,1,1,1,2,1299,2,1,1,1,5,8,0
613,147000,3,1,0,3,2007,0,8402,2007,1120,0,1,0,1,0,1120,2,1,0,0,5,5,0
614,75500,38,1,0,1,2010,0,1491,1972,630,0,1,0,0,0,630,1,1,0,0,6,4,0
615,137500,47,1,0,3,2010,0,8800,1963,1054,480,1,0,1,2,936,0,1,0,1,7,6,1
616,183200,8,2,1,3,2006,0,7861,2002,1509,393,1,1,1,2,783,2,1,0,1,5,6,0
617,105500,56,1,0,2,2008,0,7227,1954,832,528,1,0,1,2,832,0,1,0,0,6,6,0
618,314813,3,2,0,3,2007,1,11694,2007,1828,774,1,0,1,3,1822,1,1,0,1,5,9,0
619,305000,7,2,1,4,2008,1,12244,2003,2262,749,1,1,1,3,1482,2,1,0,1,5,8,0
620,67000,96,1,0,2,2008,0,8248,1914,864,0,1,0,1,0,864,0,0,0,0,3,3,0
621,240000,36,2,1,4,2008,0,10800,1974,2614,624,1,1,1,2,1522,0,1,0,0,7,6,0
622,135000,33,1,0,3,2009,0,7064,1977,980,484,1,0,1,2,980,0,1,0,0,6,5,0
623,168500,10,2,1,2,2007,0,2117,2000,1512,440,1,1,1,2,756,0,1,0,1,5,6,0
624,165150,38,1,2,4,2006,0,10400,1972,1790,484,1,1,1,2,732,2,1,0,0,5,6,0
625,160000,48,1,1,3,2010,0,10000,1962,1116,440,1,0,1,2,1116,0,1,0,0,6,6,0
626,139900,50,1,0,3,2007,0,12342,1960,1422,286,1,0,1,1,978,0,1,0,0,5,5,0
627,153000,55,1,0,3,2010,0,9600,1955,1520,364,1,0,1,1,1156,0,1,0,0,6,6,0
628,135000,41,1,2,5,2007,0,11606,1969,2080,504,1,1,1,2,1040,0,1,0,0,5,5,0
629,168500,46,1,1,3,2008,0,9020,1964,1350,520,1,0,1,2,1248,0,1,0,1,5,6,0
630,124000,130,1,0,3,2006,0,9000,1880,1750,240,1,1,0,1,636,2,1,1,0,6,5,1
631,209500,4,2,0,2,2007,1,4590,2006,1554,627,0,0,1,2,1554,2,1,0,1,5,8,0
632,82500,33,2,0,3,2009,0,11900,1977,1411,544,1,0,1,2,1386,0,1,0,0,5,7,0
633,139400,56,1,0,3,2007,0,9250,1954,1056,260,1,0,1,1,1056,0,1,0,0,7,5,0
634,144000,30,0,0,0,2010,0,6979,1980,1056,576,0,0,1,2,1056,0,1,0,1,5,6,0
635,200000,96,2,0,8,2007,0,10896,1914,3395,0,0,1,0,0,1440,2,1,0,0,7,6,1
636,60000,74,1,0,1,2009,0,6120,1936,800,0,1,0,0,0,264,0,0,0,0,3,2,0
637,93000,56,2,0,3,2009,0,6000,1954,1387,256,0,0,0,1,811,0,1,0,0,4,5,0
638,85000,100,1,0,2,2008,0,8777,1910,796,0,1,0,1,0,796,0,1,0,0,7,5,0
639,264561,4,2,0,1,2006,0,3982,2006,1567,648,1,0,1,3,1520,2,1,1,1,5,8,0
640,274000,7,1,1,1,2008,1,12677,2003,1518,588,1,0,1,2,1518,0,1,1,1,5,8,0
641,226000,9,2,1,3,2007,0,7050,2001,1929,650,1,1,1,2,1057,2,1,0,1,5,7,0
642,345000,38,2,1,4,2009,0,13860,1972,2704,538,1,0,1,2,1952,0,1,1,1,7,8,0
643,152000,41,2,1,4,2007,0,10793,1969,1620,462,1,1,1,2,780,0,1,0,0,5,5,0
644,370878,1,2,1,2,2009,0,9187,2009,1766,478,1,0,1,3,1766,1,1,1,1,5,9,0
645,143250,39,1,1,3,2007,0,10530,1971,981,576,1,0,1,2,981,0,1,0,0,5,6,0
646,98300,60,1,0,3,2008,0,7200,1950,1048,420,1,0,1,2,0,0,1,0,0,5,5,0
647,155000,57,1,0,3,2008,0,10452,1953,1094,495,1,0,1,2,1094,0,1,0,0,5,6,0
648,155000,44,1,1,4,2010,0,7700,1966,1839,442,1,1,1,2,756,0,1,0,0,5,6,0
649,84500,40,1,0,1,2007,0,1936,1970,630,0,0,0,0,0,630,1,1,0,0,6,4,0
650,205950,3,2,1,3,2008,0,8125,2007,1665,562,1,1,1,2,813,1,1,0,0,6,7,0
651,108000,70,1,0,4,2009,0,9084,1940,1510,296,1,1,1,1,755,0,1,0,0,5,4,0
652,191000,14,2,1,2,2009,0,8750,1996,1716,512,1,1,1,2,880,2,1,0,0,5,7,0
653,135000,104,1,0,3,2008,0,10320,1906,1469,216,1,0,0,1,756,0,1,0,0,7,6,0
654,350000,15,2,1,2,2008,1,10437,1995,2113,839,1,0,1,3,2109,0,1,0,1,6,8,0
655,88000,39,1,1,3,2010,0,1680,1971,1092,264,0,1,0,1,525,0,1,0,0,5,6,0
656,145500,51,1,1,3,2008,0,10007,1959,1053,312,1,0,1,1,1053,0,1,0,0,7,5,0
657,149000,79,1,1,3,2008,0,7200,1931,1502,270,1,1,1,1,776,0,1,0,0,6,7,0
658,97500,62,1,0,3,2010,0,17503,1948,1458,330,1,0,1,1,912,2,1,0,0,5,6,1
659,167000,46,1,0,3,2009,0,9937,1964,1486,480,1,0,1,2,1486,0,1,0,0,7,5,0
660,197900,34,2,1,3,2007,0,12384,1976,1935,550,1,1,1,2,793,0,1,0,0,7,7,0
661,402000,16,2,1,4,2009,1,46589,1994,2448,711,1,1,1,3,1629,2,1,0,1,7,8,0
662,110000,42,1,0,2,2009,0,13560,1968,1392,576,1,0,1,2,1392,0,1,0,0,3,6,0
663,137500,38,2,0,3,2008,0,10012,1972,1181,588,1,0,1,2,1138,0,1,0,0,5,4,0
664,423000,5,1,1,1,2006,0,20896,2005,2097,1134,1,0,1,3,2077,2,1,1,1,5,8,0
665,230500,10,2,1,3,2006,0,11194,2000,1936,504,1,1,1,2,1406,2,1,0,0,5,8,0
666,129000,45,2,1,3,2007,0,18450,1965,2380,596,1,1,1,2,1021,0,1,0,0,5,6,1
667,193500,16,2,0,3,2008,0,8125,1994,1679,575,1,0,1,2,1408,0,1,0,1,5,6,0
668,168000,54,1,1,3,2006,0,14175,1956,1437,576,1,0,1,2,1188,1,1,0,0,6,5,0
669,137500,88,1,0,2,2006,0,11600,1922,1180,252,1,0,1,1,700,0,1,0,0,5,4,0
670,173500,5,2,1,3,2009,0,8633,2005,1476,540,1,1,1,2,738,2,1,0,1,5,6,0
671,103600,85,2,0,3,2009,0,6629,1925,1369,300,1,1,0,1,672,0,0,0,0,6,6,0
672,165000,33,1,1,3,2006,1,11250,1977,1208,546,1,0,1,2,1208,1,1,0,0,6,6,0
673,257500,53,2,0,3,2007,0,14442,1957,1839,416,1,0,1,2,1477,1,1,0,1,7,6,0
674,140000,45,1,0,3,2008,0,9200,1965,1136,384,1,0,1,1,1136,0,1,0,0,6,6,0
675,148500,32,2,1,3,2009,0,2289,1978,1441,440,0,1,1,2,855,0,1,0,0,6,6,0
676,87000,110,2,0,4,2006,0,9600,1900,1774,779,1,1,0,3,1095,0,0,0,0,2,4,0
677,109500,86,1,0,2,2009,0,9022,1924,792,240,1,0,1,1,768,2,1,0,0,8,5,0
678,372500,2,2,1,3,2009,1,11844,2008,2046,834,1,0,1,3,2046,2,1,0,0,5,8,0
679,128500,49,1,0,3,2007,0,9945,1961,988,572,1,0,1,2,988,0,1,0,0,5,5,0
680,143000,30,2,0,2,2010,0,8012,1980,923,264,1,0,1,1,923,0,1,0,0,5,6,0
681,159434,78,1,0,3,2009,0,4500,1932,1520,281,1,0,0,1,793,2,1,0,0,5,5,1
682,173000,14,1,0,2,2008,0,2887,1996,1291,431,1,0,1,2,1291,0,1,0,1,5,6,0
683,285000,8,2,0,3,2007,0,11248,2002,1668,702,1,0,1,3,1626,2,1,0,1,5,9,0
684,221000,12,2,1,4,2010,1,16770,1998,1839,486,1,1,1,2,1195,2,1,0,0,5,7,0
685,207500,26,2,0,3,2007,1,5062,1984,2090,577,1,1,1,2,1190,0,1,0,1,5,7,0
686,227875,3,3,0,3,2007,0,10207,2007,1761,578,1,1,1,2,874,2,1,0,0,6,7,0
687,148800,6,2,1,2,2007,0,5105,2004,1102,480,1,1,1,2,551,0,1,0,1,5,7,0
688,392000,3,2,0,2,2007,1,8089,2007,1419,567,1,0,1,2,1419,0,1,0,1,6,8,0
689,194700,5,2,0,2,2007,1,7577,2005,1362,460,1,0,1,2,1362,2,1,0,0,5,6,0
690,141000,6,1,0,1,2008,0,4426,2004,848,420,1,0,0,2,848,2,1,0,1,5,6,0
691,755000,16,3,1,4,2007,1,21535,1994,4316,832,1,1,1,3,2444,0,1,1,1,6,10,0
692,335000,21,2,1,4,2006,1,26178,1989,2519,628,1,1,1,2,1210,0,1,0,1,5,7,0
693,108480,89,1,0,2,2006,0,5400,1921,1073,326,1,0,1,1,1073,0,1,0,0,6,5,1
694,141500,74,1,1,3,2009,0,6120,1936,1539,576,1,0,0,2,927,0,1,0,0,6,5,0
695,176000,23,2,0,2,2006,1,13811,1987,1137,551,1,0,1,2,1112,0,1,0,1,6,6,0
696,89000,89,1,0,2,2006,0,6000,1921,616,205,1,0,0,1,616,0,1,0,0,7,5,0
697,123500,58,1,0,2,2006,0,6420,1952,1148,308,1,0,1,1,980,0,1,0,0,7,5,0
698,138500,45,1,0,3,2010,0,8450,1965,894,336,1,0,1,1,894,0,1,0,1,8,5,0
699,196000,6,2,0,2,2008,0,4282,2004,1391,530,1,0,1,2,1391,0,1,0,1,5,7,0
700,312500,8,2,0,3,2006,1,14331,2002,1800,765,1,0,1,3,1800,2,1,0,1,5,8,0
701,140000,41,1,1,3,2006,0,9600,1969,1164,528,1,0,1,2,1164,0,1,0,0,5,7,0
702,361919,4,2,1,4,2006,1,12438,2006,2576,666,1,1,1,3,1234,2,1,1,0,5,8,0
703,140000,110,2,0,4,2010,0,7630,1900,1812,672,0,1,0,2,360,0,1,0,0,9,5,0
704,213000,6,2,0,3,2010,0,8400,2004,1484,606,1,0,1,2,1473,2,1,0,1,5,7,0
705,55000,80,2,0,3,2010,0,5600,1930,1092,0,0,1,0,0,0,2,0,0,0,5,4,0
706,302000,39,2,0,2,2007,0,115149,1971,1824,739,1,0,1,2,1643,0,1,0,1,5,7,0
707,254000,4,2,0,2,2009,1,6240,2006,1324,550,1,0,1,2,1324,0,1,0,1,5,8,0
708,179540,3,2,1,3,2007,0,9018,2007,1456,400,1,1,1,2,728,2,1,0,0,5,7,0
709,109900,44,1,0,3,2008,0,7162,1966,904,408,1,0,1,1,876,0,1,0,0,7,5,1
710,52000,75,1,0,2,2008,0,4130,1935,729,0,1,0,1,0,270,2,1,0,0,6,3,0
712,189000,22,2,0,2,2008,1,4671,1988,1228,472,1,0,1,2,1228,0,1,0,1,5,8,0
713,129000,40,1,0,3,2006,0,9873,1970,960,576,0,0,1,2,960,0,0,0,0,5,4,0
714,130500,34,2,1,3,2010,0,13517,1976,1479,475,1,1,1,2,725,0,1,0,1,8,6,0
715,165000,36,2,0,3,2009,0,10140,1974,1350,478,1,0,1,2,1064,0,1,0,0,5,6,0
716,159500,120,1,1,3,2007,0,10800,1890,2554,704,1,1,0,2,718,0,1,0,0,8,7,0
717,157000,37,1,1,3,2008,0,10000,1973,1178,439,1,0,1,2,1176,0,1,0,0,6,5,0
718,341000,17,2,1,3,2008,1,10542,1993,2418,983,1,1,1,3,1311,0,1,0,1,5,7,0
719,128500,41,1,1,3,2006,0,9920,1969,971,300,1,0,1,1,971,0,1,0,0,6,5,0
720,275000,25,2,0,2,2006,1,6563,1985,1742,564,1,0,1,2,1742,0,1,0,1,5,8,0
721,143000,6,1,0,1,2010,0,4426,2004,848,420,1,0,0,2,848,2,1,0,1,5,6,0
722,124500,40,1,0,3,2009,0,8120,1970,864,463,1,0,1,2,864,0,1,0,0,7,4,0
723,135000,56,2,0,4,2008,0,8172,1954,1470,548,1,0,1,1,941,0,1,0,0,6,4,0
724,320000,3,2,0,3,2009,0,13286,2007,1698,768,1,0,1,3,1698,1,1,1,1,5,9,0
725,120500,40,1,0,3,2009,0,6960,1970,864,660,1,0,1,2,864,0,1,0,0,6,4,0
726,222000,22,2,0,3,2009,0,21695,1988,1680,540,1,0,1,2,880,0,1,0,1,9,6,0
727,194500,3,2,0,2,2009,0,7314,2007,1232,632,1,0,1,2,1232,2,1,0,1,5,7,0
728,110000,52,2,0,4,2009,0,11475,1958,1776,888,0,0,1,3,1584,2,1,0,0,5,5,1
729,103000,85,1,0,2,2009,0,6240,1925,1208,539,1,0,0,2,780,0,1,0,0,5,4,0
730,236500,15,2,0,2,2010,1,5389,1995,1616,608,1,0,1,2,1595,1,1,0,1,5,8,0
731,187500,7,2,0,3,2007,1,9590,2003,1146,438,1,0,1,2,868,2,1,0,1,5,7,0
732,222500,12,2,1,3,2008,0,11404,1998,2031,541,1,1,1,2,1153,2,1,0,0,5,7,0
733,131400,49,1,0,3,2009,0,10000,1961,1144,264,1,0,1,1,864,0,1,0,0,6,5,0
734,108000,42,1,0,3,2007,0,8978,1968,948,300,1,0,1,1,948,0,1,0,0,5,5,0
735,163000,96,1,1,2,2006,0,10800,1914,1768,320,1,1,0,2,880,0,0,0,0,7,7,0
736,93500,60,2,0,2,2006,0,8544,1950,1040,400,0,0,1,2,0,0,0,0,0,4,3,0
737,239900,5,2,1,3,2006,0,10463,2005,1801,800,1,1,1,3,893,2,1,0,0,5,8,0
738,179000,23,3,0,3,2009,0,10800,1987,1200,0,0,0,1,0,1200,0,1,0,1,5,5,0
739,190000,6,2,1,3,2009,0,9313,2004,1728,572,1,1,1,2,864,2,1,0,0,5,7,0
740,132000,100,2,0,2,2007,0,9600,1910,1432,360,1,1,0,2,264,0,1,0,0,7,5,1
741,142000,49,1,0,3,2008,0,6768,1961,912,288,1,0,1,1,912,0,1,0,1,8,6,0
742,179000,10,2,0,3,2007,0,8450,2000,1349,539,1,0,1,2,1349,2,1,0,0,5,7,0
743,175000,47,2,0,3,2009,0,12886,1963,1464,480,1,0,1,2,520,0,1,0,0,6,5,0
744,180000,17,2,0,2,2008,1,5395,1993,1337,462,1,0,1,2,1337,0,1,0,1,5,8,0
745,299800,34,3,1,4,2008,0,8963,1976,2715,831,1,1,1,2,1142,2,1,0,1,9,8,0
746,236000,10,2,1,4,2009,0,8795,2000,2256,554,1,1,1,2,952,2,1,0,1,5,7,0
747,265979,130,1,1,4,2009,0,11700,1880,2640,864,1,1,0,4,1240,0,0,0,0,7,7,0
748,260400,14,2,0,3,2010,1,10593,1996,1720,527,1,0,1,2,1720,2,1,0,1,5,7,0
749,98000,65,2,0,4,2009,0,8405,1945,1529,240,1,0,1,1,0,0,0,0,0,3,4,0
750,96500,100,1,0,3,2010,0,8800,1910,1140,0,1,0,0,0,576,0,1,0,0,7,4,0
751,162000,7,2,1,3,2007,0,7750,2003,1320,400,1,1,1,2,660,2,1,0,0,5,7,0
752,217000,13,2,0,3,2006,0,9236,1997,1494,576,1,0,1,2,1479,2,1,0,1,5,6,0
753,275500,5,2,1,3,2006,1,10240,2005,2098,878,1,1,1,3,1030,2,1,1,0,5,8,0
754,156000,41,1,0,3,2009,0,7930,1969,1026,440,1,0,1,2,1026,0,1,0,1,8,6,0
755,172500,11,2,1,3,2009,0,3230,1999,1471,440,1,1,1,2,729,0,1,0,1,5,6,0
756,212000,3,2,1,3,2009,0,10769,2007,1768,578,1,1,1,2,866,2,1,0,1,5,8,0
757,158900,32,2,1,3,2010,0,11616,1978,1386,440,1,1,1,2,672,0,1,0,0,5,6,1
758,179400,11,2,1,3,2008,0,2280,1999,1501,440,0,1,1,2,744,0,1,0,0,5,7,0
759,290000,15,2,1,4,2007,1,12257,1995,2531,752,1,1,1,3,1318,2,1,0,0,5,8,0
760,127500,51,1,0,2,2009,0,9100,1959,864,300,1,0,1,1,864,0,1,0,0,6,6,0
761,100000,86,1,0,2,2009,0,6911,1924,1301,440,1,0,0,2,1145,0,1,0,0,5,5,0
762,215200,1,2,1,3,2010,0,8640,2009,1547,614,1,1,1,2,756,2,1,0,1,5,7,0
763,337000,11,2,1,3,2009,1,9430,1999,2365,856,1,1,1,3,1252,2,1,0,1,5,8,0
764,270000,15,1,1,2,2006,1,9549,1995,1494,481,1,0,1,2,1494,1,1,1,0,5,8,0
765,264132,2,2,0,2,2008,0,14587,2008,1506,592,1,0,1,2,1498,2,1,1,0,5,9,0
766,196500,22,2,1,3,2010,0,10421,1988,1714,496,1,1,1,2,980,0,1,0,1,5,7,0
767,160000,70,2,0,4,2008,0,12508,1940,1750,423,1,0,1,1,983,2,1,0,0,7,6,0
768,216837,6,2,0,3,2006,0,9100,2004,1836,484,1,0,1,2,1860,2,1,0,1,5,7,0
769,538000,7,3,1,4,2010,1,53504,2003,3279,841,1,1,1,3,1650,1,1,1,0,5,8,0
770,134900,28,1,0,2,2009,0,7252,1982,858,576,1,0,1,2,858,0,1,0,1,5,5,0
771,102000,59,1,0,2,2006,0,8877,1951,1220,396,1,0,1,2,836,0,1,0,0,5,4,0
772,107000,34,1,0,3,2010,0,7819,1976,1117,672,1,0,1,2,1029,0,1,0,0,5,6,1
773,114500,52,1,0,2,2007,0,10150,1958,912,275,1,0,1,1,912,0,1,0,0,5,5,0
774,395000,4,2,0,3,2007,1,14226,2006,1973,895,1,0,1,3,1935,2,1,0,0,5,8,0
775,162000,12,2,0,2,2009,0,4500,1998,1204,412,1,0,0,2,1204,2,1,0,1,5,6,0
776,221500,5,2,0,3,2006,0,11210,2005,1614,865,1,0,1,3,1614,2,1,0,1,5,7,0
777,142500,36,1,0,3,2006,0,13350,1974,894,440,1,0,1,2,864,0,1,0,0,5,5,0
778,144000,33,2,0,4,2007,0,8400,1977,2020,630,0,0,0,2,0,0,1,0,0,5,5,0
779,135000,33,1,0,2,2006,0,10530,1977,1004,504,0,0,1,2,975,0,1,0,1,5,6,0
780,176000,15,2,0,3,2007,0,7875,1995,1253,402,1,0,1,2,1237,0,1,0,0,5,7,0
781,175900,18,2,1,3,2006,0,7153,1992,1603,484,1,1,1,2,761,2,1,0,0,5,6,0
